ac_no,ac_name,total_electors,polling_station,candidate,votes,total_valid_votes,rejected_votes,nota_votes,total_votes_cast,source_pdf
34,,,201,PRAVASH SARKAR,73,574.0,0.0,4.0,578.0,34_Form20.pdf
34,,,201,SOUMEN ROY,314,574.0,0.0,4.0,578.0,34_Form20.pdf
34,,,201,GOPAL CHUNARY,2,574.0,0.0,4.0,578.0,34_Form20.pdf
34,,,201,NAMALA KANTA SARKAR,0,574.0,0.0,4.0,578.0,34_Form20.pdf
34,,,201,ALEN SARKAR,3,574.0,0.0,4.0,578.0,34_Form20.pdf
34,,,201,Dilip Chandra Ray,5,574.0,0.0,4.0,578.0,34_Form20.pdf
34,,,201,SHYAMA SARKAR,4,574.0,0.0,4.0,578.0,34_Form20.pdf
34,,,201,SUDHIR SARKAR,6,574.0,0.0,4.0,578.0,34_Form20.pdf
34,,,201,SURESH BARMAN,6,574.0,0.0,4.0,578.0,34_Form20.pdf
34,,,201(A),TAPAN DEB SINGHA,161,553.0,0.0,10.0,563.0,34_Form20.pdf
34,,,201(A),PRAVASH SARKAR,74,553.0,0.0,10.0,563.0,34_Form20.pdf
34,,,201(A),SOUMEN ROY,301,553.0,0.0,10.0,563.0,34_Form20.pdf
34,,,201(A),GOPAL CHUNARY,4,553.0,0.0,10.0,563.0,34_Form20.pdf
34,,,201(A),NAMALA KANTA SARKAR,0,553.0,0.0,10.0,563.0,34_Form20.pdf
34,,,201(A),ALEN SARKAR,0,553.0,0.0,10.0,563.0,34_Form20.pdf
34,,,201(A),Dilip Chandra Ray,0,553.0,0.0,10.0,563.0,34_Form20.pdf
34,,,201(A),SHYAMA SARKAR,4,553.0,0.0,10.0,563.0,34_Form20.pdf
34,,,201(A),SUDHIR SARKAR,4,553.0,0.0,10.0,563.0,34_Form20.pdf
34,,,201(A),SURESH BARMAN,5,553.0,0.0,10.0,563.0,34_Form20.pdf
34,,,202,TAPAN DEB SINGHA,261,529.0,0.0,9.0,538.0,34_Form20.pdf
34,,,202,PRAVASH SARKAR,39,529.0,0.0,9.0,538.0,34_Form20.pdf
34,,,202,SOUMEN ROY,209,529.0,0.0,9.0,538.0,34_Form20.pdf
34,,,202,GOPAL CHUNARY,3,529.0,0.0,9.0,538.0,34_Form20.pdf
34,,,202,NAMALA KANTA SARKAR,0,529.0,0.0,9.0,538.0,34_Form20.pdf
34,,,202,ALEN SARKAR,2,529.0,0.0,9.0,538.0,34_Form20.pdf
34,,,202,Dilip Chandra Ray,4,529.0,0.0,9.0,538.0,34_Form20.pdf
34,,,202,SHYAMA SARKAR,1,529.0,0.0,9.0,538.0,34_Form20.pdf
34,,,202,SUDHIR SARKAR,8,529.0,0.0,9.0,538.0,34_Form20.pdf
34,,,202,SURESH BARMAN,2,529.0,0.0,9.0,538.0,34_Form20.pdf
34,,,202(A),TAPAN DEB SINGHA,204,524.0,0.0,9.0,533.0,34_Form20.pdf
34,,,202(A),PRAVASH SARKAR,46,524.0,0.0,9.0,533.0,34_Form20.pdf
34,,,202(A),SOUMEN ROY,251,524.0,0.0,9.0,533.0,34_Form20.pdf
34,,,202(A),GOPAL CHUNARY,7,524.0,0.0,9.0,533.0,34_Form20.pdf
34,,,202(A),NAMALA KANTA SARKAR,0,524.0,0.0,9.0,533.0,34_Form20.pdf
34,,,202(A),ALEN SARKAR,0,524.0,0.0,9.0,533.0,34_Form20.pdf
34,,,202(A),Dilip Chandra Ray,2,524.0,0.0,9.0,533.0,34_Form20.pdf
34,,,202(A),SHYAMA SARKAR,3,524.0,0.0,9.0,533.0,34_Form20.pdf
34,,,202(A),SUDHIR SARKAR,8,524.0,0.0,9.0,533.0,34_Form20.pdf
34,,,202(A),SURESH BARMAN,3,524.0,0.0,9.0,533.0,34_Form20.pdf
34,,,203,TAPAN DEB SINGHA,273,623.0,0.0,14.0,637.0,34_Form20.pdf
34,,,203,PRAVASH SARKAR,65,623.0,0.0,14.0,637.0,34_Form20.pdf
34,,,203,SOUMEN ROY,261,623.0,0.0,14.0,637.0,34_Form20.pdf
34,,,203,GOPAL CHUNARY,5,623.0,0.0,14.0,637.0,34_Form20.pdf
34,,,203,NAMALA KANTA SARKAR,1,623.0,0.0,14.0,637.0,34_Form20.pdf
34,,,203,ALEN SARKAR,1,623.0,0.0,14.0,637.0,34_Form20.pdf
34,,,203,Dilip Chandra Ray,2,623.0,0.0,14.0,637.0,34_Form20.pdf
34,,,203,SHYAMA SARKAR,0,623.0,0.0,14.0,637.0,34_Form20.pdf
34,,,203,SUDHIR SARKAR,10,623.0,0.0,14.0,637.0,34_Form20.pdf
34,,,203,SURESH BARMAN,5,623.0,0.0,14.0,637.0,34_Form20.pdf
34,,,203(A),TAPAN DEB SINGHA,239,590.0,0.0,7.0,597.0,34_Form20.pdf
34,,,203(A),PRAVASH SARKAR,32,590.0,0.0,7.0,597.0,34_Form20.pdf
34,,,203(A),SOUMEN ROY,300,590.0,0.0,7.0,597.0,34_Form20.pdf
34,,,203(A),GOPAL CHUNARY,1,590.0,0.0,7.0,597.0,34_Form20.pdf
34,,,203(A),NAMALA KANTA SARKAR,0,590.0,0.0,7.0,597.0,34_Form20.pdf
34,,,203(A),ALEN SARKAR,2,590.0,0.0,7.0,597.0,34_Form20.pdf
34,,,203(A),Dilip Chandra Ray,0,590.0,0.0,7.0,597.0,34_Form20.pdf
34,,,203(A),SHYAMA SARKAR,3,590.0,0.0,7.0,597.0,34_Form20.pdf
34,,,203(A),SUDHIR SARKAR,10,590.0,0.0,7.0,597.0,34_Form20.pdf
34,,,203(A),SURESH BARMAN,3,590.0,0.0,7.0,597.0,34_Form20.pdf
34,,,204,TAPAN DEB SINGHA,176,492.0,0.0,8.0,500.0,34_Form20.pdf
34,,,204,PRAVASH SARKAR,94,492.0,0.0,8.0,500.0,34_Form20.pdf
34,,,204,SOUMEN ROY,206,492.0,0.0,8.0,500.0,34_Form20.pdf
34,,,204,GOPAL CHUNARY,2,492.0,0.0,8.0,500.0,34_Form20.pdf
34,,,204,NAMALA KANTA SARKAR,0,492.0,0.0,8.0,500.0,34_Form20.pdf
34,,,204,ALEN SARKAR,2,492.0,0.0,8.0,500.0,34_Form20.pdf
34,,,204,Dilip Chandra Ray,1,492.0,0.0,8.0,500.0,34_Form20.pdf
34,,,204,SHYAMA SARKAR,0,492.0,0.0,8.0,500.0,34_Form20.pdf
34,,,204,SUDHIR SARKAR,8,492.0,0.0,8.0,500.0,34_Form20.pdf
34,,,204,SURESH BARMAN,3,492.0,0.0,8.0,500.0,34_Form20.pdf
34,,,205,TAPAN DEB SINGHA,329,685.0,0.0,15.0,700.0,34_Form20.pdf
34,,,205,PRAVASH SARKAR,64,685.0,0.0,15.0,700.0,34_Form20.pdf
34,,,205,SOUMEN ROY,262,685.0,0.0,15.0,700.0,34_Form20.pdf
34,,,205,GOPAL CHUNARY,3,685.0,0.0,15.0,700.0,34_Form20.pdf
34,,,205,NAMALA KANTA SARKAR,3,685.0,0.0,15.0,700.0,34_Form20.pdf
34,,,205,ALEN SARKAR,2,685.0,0.0,15.0,700.0,34_Form20.pdf
34,,,205,Dilip Chandra Ray,1,685.0,0.0,15.0,700.0,34_Form20.pdf
34,,,205,SHYAMA SARKAR,3,685.0,0.0,15.0,700.0,34_Form20.pdf
34,,,205,SUDHIR SARKAR,15,685.0,0.0,15.0,700.0,34_Form20.pdf
34,,,205,SURESH BARMAN,3,685.0,0.0,15.0,700.0,34_Form20.pdf
34,,,206,TAPAN DEB SINGHA,283,538.0,0.0,3.0,541.0,34_Form20.pdf
34,,,206,PRAVASH SARKAR,49,538.0,0.0,3.0,541.0,34_Form20.pdf
34,,,206,SOUMEN ROY,193,538.0,0.0,3.0,541.0,34_Form20.pdf
34,,,206,GOPAL CHUNARY,0,538.0,0.0,3.0,541.0,34_Form20.pdf
34,,,206,NAMALA KANTA SARKAR,1,538.0,0.0,3.0,541.0,34_Form20.pdf
34,,,206,ALEN SARKAR,0,538.0,0.0,3.0,541.0,34_Form20.pdf
34,,,206,Dilip Chandra Ray,2,538.0,0.0,3.0,541.0,34_Form20.pdf
34,,,206,SHYAMA SARKAR,1,538.0,0.0,3.0,541.0,34_Form20.pdf
34,,,206,SUDHIR SARKAR,5,538.0,0.0,3.0,541.0,34_Form20.pdf
34,,,206,SURESH BARMAN,4,538.0,0.0,3.0,541.0,34_Form20.pdf
34,,,207,TAPAN DEB SINGHA,281,688.0,0.0,6.0,694.0,34_Form20.pdf
34,,,207,PRAVASH SARKAR,45,688.0,0.0,6.0,694.0,34_Form20.pdf
34,,,207,SOUMEN ROY,345,688.0,0.0,6.0,694.0,34_Form20.pdf
34,,,207,GOPAL CHUNARY,2,688.0,0.0,6.0,694.0,34_Form20.pdf
34,,,207,NAMALA KANTA SARKAR,1,688.0,0.0,6.0,694.0,34_Form20.pdf
34,,,207,ALEN SARKAR,1,688.0,0.0,6.0,694.0,34_Form20.pdf
34,,,207,Dilip Chandra Ray,0,688.0,0.0,6.0,694.0,34_Form20.pdf
34,,,207,SHYAMA SARKAR,2,688.0,0.0,6.0,694.0,34_Form20.pdf
34,,,207,SUDHIR SARKAR,8,688.0,0.0,6.0,694.0,34_Form20.pdf
34,,,207,SURESH BARMAN,3,688.0,0.0,6.0,694.0,34_Form20.pdf
34,,,208,TAPAN DEB SINGHA,296,712.0,0.0,11.0,723.0,34_Form20.pdf
34,,,208,PRAVASH SARKAR,60,712.0,0.0,11.0,723.0,34_Form20.pdf
34,,,208,SOUMEN ROY,306,712.0,0.0,11.0,723.0,34_Form20.pdf
34,,,208,GOPAL CHUNARY,4,712.0,0.0,11.0,723.0,34_Form20.pdf
34,,,208,NAMALA KANTA SARKAR,3,712.0,0.0,11.0,723.0,34_Form20.pdf
34,,,208,ALEN SARKAR,6,712.0,0.0,11.0,723.0,34_Form20.pdf
34,,,208,Dilip Chandra Ray,0,712.0,0.0,11.0,723.0,34_Form20.pdf
34,,,208,SHYAMA SARKAR,3,712.0,0.0,11.0,723.0,34_Form20.pdf
34,,,208,SUDHIR SARKAR,28,712.0,0.0,11.0,723.0,34_Form20.pdf
34,,,208,SURESH BARMAN,6,712.0,0.0,11.0,723.0,34_Form20.pdf
34,,,209,TAPAN DEB SINGHA,309,850.0,0.0,9.0,859.0,34_Form20.pdf
34,,,209,PRAVASH SARKAR,299,850.0,0.0,9.0,859.0,34_Form20.pdf
34,,,209,SOUMEN ROY,258,850.0,0.0,9.0,859.0,34_Form20.pdf
34,,,209,GOPAL CHUNARY,3,850.0,0.0,9.0,859.0,34_Form20.pdf
34,,,209,NAMALA KANTA SARKAR,0,850.0,0.0,9.0,859.0,34_Form20.pdf
34,,,209,ALEN SARKAR,2,850.0,0.0,9.0,859.0,34_Form20.pdf
34,,,209,Dilip Chandra Ray,1,850.0,0.0,9.0,859.0,34_Form20.pdf
34,,,209,SHYAMA SARKAR,2,850.0,0.0,9.0,859.0,34_Form20.pdf
34,,,209,SUDHIR SARKAR,16,850.0,0.0,9.0,859.0,34_Form20.pdf
34,,,209,SURESH BARMAN,3,850.0,0.0,9.0,859.0,34_Form20.pdf
34,,,210,TAPAN DEB SINGHA,211,,,,,34_Form20.pdf
34,,,210,PRAVASH SARKAR,55,,,,,34_Form20.pdf
34,,,210,SOUMEN ROY,556,,,,,34_Form20.pdf
34,,,210,GOPAL CHUNARY,4,,,,,34_Form20.pdf
34,,,210,NAMALA KANTA SARKAR,0,,,,,34_Form20.pdf
34,,,210,ALEN SARKAR,0,,,,,34_Form20.pdf
34,,,210,Dilip Chandra Ray,0,,,,,34_Form20.pdf
34,,,210,SHYAMA SARKAR,1,,,,,34_Form20.pdf
34,,,210,SUDHIR SARKAR,0,,,,,34_Form20.pdf
34,,,210,SURESH BARMAN,4,,,,,34_Form20.pdf
34,,,211,TAPAN DEB SINGHA,387,543.0,0.0,5.0,548.0,34_Form20.pdf
34,,,211,PRAVASH SARKAR,116,543.0,0.0,5.0,548.0,34_Form20.pdf
34,,,211,SOUMEN ROY,16,543.0,0.0,5.0,548.0,34_Form20.pdf
34,,,211,GOPAL CHUNARY,1,543.0,0.0,5.0,548.0,34_Form20.pdf
34,,,211,NAMALA KANTA SARKAR,0,543.0,0.0,5.0,548.0,34_Form20.pdf
34,,,211,ALEN SARKAR,0,543.0,0.0,5.0,548.0,34_Form20.pdf
34,,,211,Dilip Chandra Ray,0,543.0,0.0,5.0,548.0,34_Form20.pdf
34,,,211,SHYAMA SARKAR,2,543.0,0.0,5.0,548.0,34_Form20.pdf
34,,,211,SUDHIR SARKAR,10,543.0,0.0,5.0,548.0,34_Form20.pdf
34,,,211,SURESH BARMAN,3,543.0,0.0,5.0,548.0,34_Form20.pdf
34,,,211(A),TAPAN DEB SINGHA,284,512.0,0.0,8.0,520.0,34_Form20.pdf
34,,,211(A),PRAVASH SARKAR,53,512.0,0.0,8.0,520.0,34_Form20.pdf
34,,,211(A),SOUMEN ROY,187,512.0,0.0,8.0,520.0,34_Form20.pdf
34,,,211(A),GOPAL CHUNARY,2,512.0,0.0,8.0,520.0,34_Form20.pdf
34,,,211(A),NAMALA KANTA SARKAR,1,512.0,0.0,8.0,520.0,34_Form20.pdf
34,,,211(A),ALEN SARKAR,0,512.0,0.0,8.0,520.0,34_Form20.pdf
34,,,211(A),Dilip Chandra Ray,1,512.0,0.0,8.0,520.0,34_Form20.pdf
34,,,211(A),SHYAMA SARKAR,1,512.0,0.0,8.0,520.0,34_Form20.pdf
34,,,211(A),SUDHIR SARKAR,10,512.0,0.0,8.0,520.0,34_Form20.pdf
34,,,211(A),SURESH BARMAN,3,512.0,0.0,8.0,520.0,34_Form20.pdf
34,,,212,TAPAN DEB SINGHA,168,455.0,0.0,9.0,464.0,34_Form20.pdf
34,,,212,PRAVASH SARKAR,28,455.0,0.0,9.0,464.0,34_Form20.pdf
34,,,212,SOUMEN ROY,294,455.0,0.0,9.0,464.0,34_Form20.pdf
34,,,212,GOPAL CHUNARY,5,455.0,0.0,9.0,464.0,34_Form20.pdf
34,,,212,NAMALA KANTA SARKAR,0,455.0,0.0,9.0,464.0,34_Form20.pdf
34,,,212,ALEN SARKAR,2,455.0,0.0,9.0,464.0,34_Form20.pdf
34,,,212,Dilip Chandra Ray,0,455.0,0.0,9.0,464.0,34_Form20.pdf
34,,,212,SHYAMA SARKAR,0,455.0,0.0,9.0,464.0,34_Form20.pdf
34,,,212,SUDHIR SARKAR,5,455.0,0.0,9.0,464.0,34_Form20.pdf
34,,,212,SURESH BARMAN,3,455.0,0.0,9.0,464.0,34_Form20.pdf
34,,,212(A),TAPAN DEB SINGHA,174,616.0,0.0,10.0,626.0,34_Form20.pdf
34,,,212(A),PRAVASH SARKAR,36,616.0,0.0,10.0,626.0,34_Form20.pdf
34,,,212(A),SOUMEN ROY,234,616.0,0.0,10.0,626.0,34_Form20.pdf
34,,,212(A),GOPAL CHUNARY,1,616.0,0.0,10.0,626.0,34_Form20.pdf
34,,,212(A),NAMALA KANTA SARKAR,2,616.0,0.0,10.0,626.0,34_Form20.pdf
34,,,212(A),ALEN SARKAR,0,616.0,0.0,10.0,626.0,34_Form20.pdf
34,,,212(A),Dilip Chandra Ray,0,616.0,0.0,10.0,626.0,34_Form20.pdf
34,,,212(A),SHYAMA SARKAR,1,616.0,0.0,10.0,626.0,34_Form20.pdf
34,,,212(A),SUDHIR SARKAR,6,616.0,0.0,10.0,626.0,34_Form20.pdf
34,,,212(A),SURESH BARMAN,2,616.0,0.0,10.0,626.0,34_Form20.pdf
34,,,213,TAPAN DEB SINGHA,306,616.0,0.0,10.0,626.0,34_Form20.pdf
34,,,213,PRAVASH SARKAR,61,616.0,0.0,10.0,626.0,34_Form20.pdf
34,,,213,SOUMEN ROY,233,616.0,0.0,10.0,626.0,34_Form20.pdf
34,,,213,GOPAL CHUNARY,5,616.0,0.0,10.0,626.0,34_Form20.pdf
34,,,213,NAMALA KANTA SARKAR,2,616.0,0.0,10.0,626.0,34_Form20.pdf
34,,,213,ALEN SARKAR,0,616.0,0.0,10.0,626.0,34_Form20.pdf
34,,,213,Dilip Chandra Ray,0,616.0,0.0,10.0,626.0,34_Form20.pdf
34,,,213,SHYAMA SARKAR,1,616.0,0.0,10.0,626.0,34_Form20.pdf
34,,,213,SUDHIR SARKAR,2,616.0,0.0,10.0,626.0,34_Form20.pdf
34,,,213,SURESH BARMAN,2,616.0,0.0,10.0,626.0,34_Form20.pdf
34,,,214,TAPAN DEB SINGHA,186,482.0,0.0,2.0,484.0,34_Form20.pdf
34,,,214,PRAVASH SARKAR,17,482.0,0.0,2.0,484.0,34_Form20.pdf
34,,,214,SOUMEN ROY,267,482.0,0.0,2.0,484.0,34_Form20.pdf
34,,,214,GOPAL CHUNARY,1,482.0,0.0,2.0,484.0,34_Form20.pdf
34,,,214,NAMALA KANTA SARKAR,2,482.0,0.0,2.0,484.0,34_Form20.pdf
34,,,214,ALEN SARKAR,1,482.0,0.0,2.0,484.0,34_Form20.pdf
34,,,214,Dilip Chandra Ray,1,482.0,0.0,2.0,484.0,34_Form20.pdf
34,,,214,SHYAMA SARKAR,3,482.0,0.0,2.0,484.0,34_Form20.pdf
34,,,214,SUDHIR SARKAR,2,482.0,0.0,2.0,484.0,34_Form20.pdf
34,,,214,SURESH BARMAN,2,482.0,0.0,2.0,484.0,34_Form20.pdf
34,,,214(A),TAPAN DEB SINGHA,231,510.0,0.0,9.0,519.0,34_Form20.pdf
34,,,214(A),PRAVASH SARKAR,34,510.0,0.0,9.0,519.0,34_Form20.pdf
34,,,214(A),SOUMEN ROY,227,510.0,0.0,9.0,519.0,34_Form20.pdf
34,,,214(A),GOPAL CHUNARY,5,510.0,0.0,9.0,519.0,34_Form20.pdf
34,,,214(A),NAMALA KANTA SARKAR,2,510.0,0.0,9.0,519.0,34_Form20.pdf
34,,,214(A),ALEN SARKAR,4,510.0,0.0,9.0,519.0,34_Form20.pdf
34,,,214(A),Dilip Chandra Ray,1,510.0,0.0,9.0,519.0,34_Form20.pdf
34,,,214(A),SHYAMA SARKAR,1,510.0,0.0,9.0,519.0,34_Form20.pdf
34,,,214(A),SUDHIR SARKAR,3,510.0,0.0,9.0,519.0,34_Form20.pdf
34,,,214(A),SURESH BARMAN,2,510.0,0.0,9.0,519.0,34_Form20.pdf
34,,,215,TAPAN DEB SINGHA,184,461.0,0.0,8.0,469.0,34_Form20.pdf
34,,,215,PRAVASH SARKAR,38,461.0,0.0,8.0,469.0,34_Form20.pdf
34,,,215,SOUMEN ROY,227,461.0,0.0,8.0,469.0,34_Form20.pdf
34,,,215,GOPAL CHUNARY,5,461.0,0.0,8.0,469.0,34_Form20.pdf
34,,,215,NAMALA KANTA SARKAR,1,461.0,0.0,8.0,469.0,34_Form20.pdf
34,,,215,ALEN SARKAR,0,461.0,0.0,8.0,469.0,34_Form20.pdf
34,,,215,Dilip Chandra Ray,0,461.0,0.0,8.0,469.0,34_Form20.pdf
34,,,215,SHYAMA SARKAR,2,461.0,0.0,8.0,469.0,34_Form20.pdf
34,,,215,SUDHIR SARKAR,3,461.0,0.0,8.0,469.0,34_Form20.pdf
34,,,215,SURESH BARMAN,1,461.0,0.0,8.0,469.0,34_Form20.pdf
34,,,215(A),TAPAN DEB SINGHA,168,423.0,0.0,11.0,434.0,34_Form20.pdf
34,,,215(A),PRAVASH SARKAR,23,423.0,0.0,11.0,434.0,34_Form20.pdf
34,,,215(A),SOUMEN ROY,219,423.0,0.0,11.0,434.0,34_Form20.pdf
34,,,215(A),GOPAL CHUNARY,1,423.0,0.0,11.0,434.0,34_Form20.pdf
34,,,215(A),NAMALA KANTA SARKAR,0,423.0,0.0,11.0,434.0,34_Form20.pdf
34,,,215(A),ALEN SARKAR,1,423.0,0.0,11.0,434.0,34_Form20.pdf
34,,,215(A),Dilip Chandra Ray,0,423.0,0.0,11.0,434.0,34_Form20.pdf
34,,,215(A),SHYAMA SARKAR,1,423.0,0.0,11.0,434.0,34_Form20.pdf
34,,,215(A),SUDHIR SARKAR,9,423.0,0.0,11.0,434.0,34_Form20.pdf
34,,,215(A),SURESH BARMAN,1,423.0,0.0,11.0,434.0,34_Form20.pdf
34,,,216,TAPAN DEB SINGHA,115,561.0,0.0,5.0,566.0,34_Form20.pdf
34,,,216,PRAVASH SARKAR,22,561.0,0.0,5.0,566.0,34_Form20.pdf
34,,,216,SOUMEN ROY,406,561.0,0.0,5.0,566.0,34_Form20.pdf
34,,,216,GOPAL CHUNARY,3,561.0,0.0,5.0,566.0,34_Form20.pdf
34,,,216,NAMALA KANTA SARKAR,4,561.0,0.0,5.0,566.0,34_Form20.pdf
34,,,216,ALEN SARKAR,0,561.0,0.0,5.0,566.0,34_Form20.pdf
34,,,216,Dilip Chandra Ray,1,561.0,0.0,5.0,566.0,34_Form20.pdf
34,,,216,SHYAMA SARKAR,3,561.0,0.0,5.0,566.0,34_Form20.pdf
34,,,216,SUDHIR SARKAR,5,561.0,0.0,5.0,566.0,34_Form20.pdf
34,,,216,SURESH BARMAN,2,561.0,0.0,5.0,566.0,34_Form20.pdf
34,,,216(A),TAPAN DEB SINGHA,160,617.0,0.0,8.0,625.0,34_Form20.pdf
34,,,216(A),PRAVASH SARKAR,24,617.0,0.0,8.0,625.0,34_Form20.pdf
34,,,216(A),SOUMEN ROY,407,617.0,0.0,8.0,625.0,34_Form20.pdf
34,,,216(A),GOPAL CHUNARY,5,617.0,0.0,8.0,625.0,34_Form20.pdf
34,,,216(A),NAMALA KANTA SARKAR,2,617.0,0.0,8.0,625.0,34_Form20.pdf
34,,,216(A),ALEN SARKAR,0,617.0,0.0,8.0,625.0,34_Form20.pdf
34,,,216(A),Dilip Chandra Ray,2,617.0,0.0,8.0,625.0,34_Form20.pdf
34,,,216(A),SHYAMA SARKAR,4,617.0,0.0,8.0,625.0,34_Form20.pdf
34,,,216(A),SUDHIR SARKAR,10,617.0,0.0,8.0,625.0,34_Form20.pdf
34,,,216(A),SURESH BARMAN,2,617.0,0.0,8.0,625.0,34_Form20.pdf
34,,,217,TAPAN DEB SINGHA,159,756.0,0.0,9.0,765.0,34_Form20.pdf
34,,,217,PRAVASH SARKAR,16,756.0,0.0,9.0,765.0,34_Form20.pdf
34,,,217,SOUMEN ROY,554,756.0,0.0,9.0,765.0,34_Form20.pdf
34,,,217,GOPAL CHUNARY,7,756.0,0.0,9.0,765.0,34_Form20.pdf
34,,,217,NAMALA KANTA SARKAR,1,756.0,0.0,9.0,765.0,34_Form20.pdf
34,,,217,ALEN SARKAR,1,756.0,0.0,9.0,765.0,34_Form20.pdf
34,,,217,Dilip Chandra Ray,0,756.0,0.0,9.0,765.0,34_Form20.pdf
34,,,217,SHYAMA SARKAR,2,756.0,0.0,9.0,765.0,34_Form20.pdf
34,,,217,SUDHIR SARKAR,12,756.0,0.0,9.0,765.0,34_Form20.pdf
34,,,217,SURESH BARMAN,5,756.0,0.0,9.0,765.0,34_Form20.pdf
34,,,218,TAPAN DEB SINGHA,315,500.0,0.0,11.0,511.0,34_Form20.pdf
34,,,218,PRAVASH SARKAR,20,500.0,0.0,11.0,511.0,34_Form20.pdf
34,,,218,SOUMEN ROY,159,500.0,0.0,11.0,511.0,34_Form20.pdf
34,,,218,GOPAL CHUNARY,0,500.0,0.0,11.0,511.0,34_Form20.pdf
34,,,218,NAMALA KANTA SARKAR,0,500.0,0.0,11.0,511.0,34_Form20.pdf
34,,,218,ALEN SARKAR,0,500.0,0.0,11.0,511.0,34_Form20.pdf
34,,,218,Dilip Chandra Ray,1,500.0,0.0,11.0,511.0,34_Form20.pdf
34,,,218,SHYAMA SARKAR,0,500.0,0.0,11.0,511.0,34_Form20.pdf
34,,,218,SUDHIR SARKAR,1,500.0,0.0,11.0,511.0,34_Form20.pdf
34,,,218,SURESH BARMAN,1,500.0,0.0,11.0,511.0,34_Form20.pdf
34,,,218(A),TAPAN DEB SINGHA,177,515.0,0.0,3.0,518.0,34_Form20.pdf
34,,,218(A),PRAVASH SARKAR,20,515.0,0.0,3.0,518.0,34_Form20.pdf
34,,,218(A),SOUMEN ROY,308,515.0,0.0,3.0,518.0,34_Form20.pdf
34,,,218(A),GOPAL CHUNARY,3,515.0,0.0,3.0,518.0,34_Form20.pdf
34,,,218(A),NAMALA KANTA SARKAR,2,515.0,0.0,3.0,518.0,34_Form20.pdf
34,,,218(A),ALEN SARKAR,0,515.0,0.0,3.0,518.0,34_Form20.pdf
34,,,218(A),Dilip Chandra Ray,1,515.0,0.0,3.0,518.0,34_Form20.pdf
34,,,218(A),SHYAMA SARKAR,0,515.0,0.0,3.0,518.0,34_Form20.pdf
34,,,218(A),SUDHIR SARKAR,3,515.0,0.0,3.0,518.0,34_Form20.pdf
34,,,218(A),SURESH BARMAN,1,515.0,0.0,3.0,518.0,34_Form20.pdf
34,,,219,TAPAN DEB SINGHA,206,893.0,0.0,15.0,908.0,34_Form20.pdf
34,,,219,PRAVASH SARKAR,40,893.0,0.0,15.0,908.0,34_Form20.pdf
34,,,219,SOUMEN ROY,600,893.0,0.0,15.0,908.0,34_Form20.pdf
34,,,219,GOPAL CHUNARY,5,893.0,0.0,15.0,908.0,34_Form20.pdf
34,,,219,NAMALA KANTA SARKAR,3,893.0,0.0,15.0,908.0,34_Form20.pdf
34,,,219,ALEN SARKAR,2,893.0,0.0,15.0,908.0,34_Form20.pdf
34,,,219,Dilip Chandra Ray,2,893.0,0.0,15.0,908.0,34_Form20.pdf
34,,,219,SHYAMA SARKAR,4,893.0,0.0,15.0,908.0,34_Form20.pdf
34,,,219,SUDHIR SARKAR,25,893.0,0.0,15.0,908.0,34_Form20.pdf
34,,,219,SURESH BARMAN,6,893.0,0.0,15.0,908.0,34_Form20.pdf
34,,,220,TAPAN DEB SINGHA,92,489.0,0.0,8.0,497.0,34_Form20.pdf
34,,,220,PRAVASH SARKAR,28,489.0,0.0,8.0,497.0,34_Form20.pdf
34,,,220,SOUMEN ROY,358,489.0,0.0,8.0,497.0,34_Form20.pdf
34,,,220,GOPAL CHUNARY,3,489.0,0.0,8.0,497.0,34_Form20.pdf
34,,,220,NAMALA KANTA SARKAR,2,489.0,0.0,8.0,497.0,34_Form20.pdf
34,,,220,ALEN SARKAR,0,489.0,0.0,8.0,497.0,34_Form20.pdf
34,,,220,Dilip Chandra Ray,0,489.0,0.0,8.0,497.0,34_Form20.pdf
34,,,220,SHYAMA SARKAR,1,489.0,0.0,8.0,497.0,34_Form20.pdf
34,,,220,SUDHIR SARKAR,5,489.0,0.0,8.0,497.0,34_Form20.pdf
34,,,220,SURESH BARMAN,0,489.0,0.0,8.0,497.0,34_Form20.pdf
34,,,220(A),TAPAN DEB SINGHA,62,582.0,0.0,7.0,589.0,34_Form20.pdf
34,,,220(A),PRAVASH SARKAR,44,582.0,0.0,7.0,589.0,34_Form20.pdf
34,,,220(A),SOUMEN ROY,465,582.0,0.0,7.0,589.0,34_Form20.pdf
34,,,220(A),GOPAL CHUNARY,2,582.0,0.0,7.0,589.0,34_Form20.pdf
34,,,220(A),NAMALA KANTA SARKAR,0,582.0,0.0,7.0,589.0,34_Form20.pdf
34,,,220(A),ALEN SARKAR,0,582.0,0.0,7.0,589.0,34_Form20.pdf
34,,,220(A),Dilip Chandra Ray,0,582.0,0.0,7.0,589.0,34_Form20.pdf
34,,,220(A),SHYAMA SARKAR,1,582.0,0.0,7.0,589.0,34_Form20.pdf
34,,,220(A),SUDHIR SARKAR,7,582.0,0.0,7.0,589.0,34_Form20.pdf
34,,,220(A),SURESH BARMAN,1,582.0,0.0,7.0,589.0,34_Form20.pdf
34,,,221,TAPAN DEB SINGHA,380,783.0,0.0,14.0,797.0,34_Form20.pdf
34,,,221,PRAVASH SARKAR,18,783.0,0.0,14.0,797.0,34_Form20.pdf
